# Gene Family	sample01.1.prinseq_CPM	sample02.1.prinseq_CPM	sample03.1.prinseq_CPM	sample04.1.prinseq_CPM	sample05.1.prinseq_CPM	sample06.1.prinseq_CPM	sample07.1.prinseq_CPM	sample08.1.prinseq_CPM	sample09.1.prinseq_CPM	sample10.1.prinseq_CPM	sample11.1.prinseq_CPM	sample12.1.prinseq_CPM	sample13.1.prinseq_CPM	sample14.1.prinseq_CPM	sample15.1.prinseq_CPM	sample16.1.prinseq_CPM	sample17.1.prinseq_CPM	sample18.1.prinseq_CPM	sample19.1.prinseq_CPM	sample20.1.prinseq_CPM	sample21.1.prinseq_CPM	sample22.1.prinseq_CPM	sample23.1.prinseq_CPM	sample24.1.prinseq_CPM	sample25.1.prinseq_CPM	sample26.1.prinseq_CPM	sample27.1.prinseq_CPM	sample28.1.prinseq_CPM	sample29.1.prinseq_CPM	sample30.1.prinseq_CPM	sample31.1.prinseq_CPM	sample32.1.prinseq_CPM	sample33.1.prinseq_CPM	sample34.1.prinseq_CPM	sample35.1.prinseq_CPM	sample36.1.prinseq_CPM	sample37.1.prinseq_CPM	sample38.1.prinseq_CPM	sample39.1.prinseq_CPM	sample40.1.prinseq_CPM	sample41.1.prinseq_CPM	sample42.1.prinseq_CPM	sample43.1.prinseq_CPM	sample44.1.prinseq_CPM	sample45.1.prinseq_CPM
K00090	0.298394	1.10424	1.88278	0.995333	1.0053	0.832448	0.864773	0.497574	0.143962	1.61809	0.335351	2.61265	1.84316	0.183113	0.904829	0.708854	1.35276	0.361167	1.46294	2.85927	5.97767	2.23828	2.11985	1.38078	1.96812	3.58446	1.96155	0.85661	1.58093	0.767774	1.93184	5.57261	6.70653	1.06256	3.00674	1.66059	1.44296	5.15696	2.03381	0.510704	1.76614	2.48536	0.651138	3.45964	1.92519
K00091	2.22925	2.37651	1.18682	1.14167	1.63747	1.7953	5.80437	4.46033	3.54122	1.61072	1.52117	4.48758	3.63216	4.98427	3.766	1.77373	2.25846	2.80839	6.9306	4.56132	3.06778	2.05895	2.14821	2.00461	4.38248	3.89003	5.11475	2.20901	1.72015	3.97433	4.16448	3.70317	3.23182	3.46179	3.73993	3.5895	2.98013	2.95249	2.71007	1.76999	1.80793	3.02221	3.17216	2.90611	3.93577
K00096	7.79896	10.4027	20.4837	5.31171	8.35595	5.81	52.2826	91.8483	120.956	6.96774	8.69687	35.1739	55.5549	93.8514	110.614	3.45641	6.8309	1.55575	22.2266	69.9448	65.5728	3.40107	3.43178	1.98345	13.5422	87.1215	108.486	7.32912	5.96258	3.16914	12.8767	22.2747	74.3638	12.9951	9.53756	7.48577	8.88975	41.7183	54.8928	7.36562	8.196	11.2989	19.477	37.4883	83.7032
K00097	115.636	118.265	79.1095	122.3	122.664	112.633	49.827	53.9844	67.4641	103.358	100.868	75.2412	58.3459	60.2374	64.4667	152.623	138.592	134.876	74.6891	46.7955	63.6238	122.608	123.183	105.376	84.3062	62.4294	64.63	136.985	116.802	94.8756	62.0834	50.6707	55.9573	144.429	133.508	132.559	82.3055	45.682	47.5565	121.346	92.6872	122.397	63.6125	67.1665	56.1539
K00098	0	0	0.241933	0	0	0	0	0.115116	0	0	0	0	0	0.0893359	0	0.0895904	0	0	0	0.0960836	0.33459	1.31508	0.255395	0.0781475	0.335751	0.591333	0.0915047	0	0.845856	0	0	0.737651	2.09873	0.0651684	0.615871	0.69448	0.0697243	0.997312	1.8444	1.72252	1.06123	0.869551	0.0858428	0.834749	2.0425
K00099	130.262	126.422	69.039	159.021	128.259	124.616	48.0967	47.5542	54.3735	121.108	109.343	65.8972	60.378	53.7833	51.1944	172.568	175.315	163.402	74.2783	46.5955	60.8038	140.367	151.279	136.539	83.1827	52.4518	51.3821	148.146	116.009	103.622	62.3583	55.3112	57.9287	118.142	117.639	124.052	84.0673	55.7634	50.8378	95.5454	83.3752	107.554	67.303	66.772	57.2214
K00100	7.59952	7.86545	10.9452	6.91647	6.33028	6.48173	8.8775	7.48055	8.04659	8.19135	8.75519	7.99714	8.47344	8.88559	8.58625	7.26253	5.85142	5.68113	9.19434	7.16372	6.72699	6.28111	6.86927	6.2776	10.5565	8.67404	7.5841	7.43736	6.8779	6.85094	6.42771	6.2849	7.36647	12.0615	9.94165	10.8893	10.5598	6.23317	7.67311	9.26532	9.84847	9.08875	7.53491	9.6615	9.11714
K00101	72.8712	69.2482	51.1673	62.7123	73.0599	63.7835	39.1918	22.5342	27.8388	84.4025	65.1082	44.322	32.772	30.3854	24.2434	56.7822	63.1677	39.9861	46.8462	25.5849	26.5618	60.3909	60.1677	48.3826	51.5774	22.6237	22.7056	75.3373	74.2719	49.0306	59.3055	29.9292	27.786	89.0274	88.6871	67.0595	61.2732	26.6111	23.8302	73.6494	68.0873	81.2002	60.7574	34.2038	33.2691
K00102	32.9975	32.6913	28.4652	29.5807	31.2883	30.5429	25.0728	13.0363	8.73006	32.1887	29.3602	25.0649	19.0686	10.2986	13.5628	35.4634	31.6133	24.0036	28.3191	10.8998	9.14234	31.4554	33.0852	23.5276	39.1732	13.3166	10.1567	37.605	34.7037	23.8254	38.6647	15.6607	10.6207	44.2854	43.3736	39.5287	37.2535	15.8548	9.2743	32.9369	37.1435	41.8372	32.9421	20.1548	12.714
K00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180183	0	0.337792	0	0	0	0	0.351932	0.707291	0	0	0	0	0	0
K00104	61.054	57.4879	71.3785	48.2641	55.7075	49.9967	30.9595	42.2681	47.4796	65.2833	54.2778	48.0736	39.786	48.1224	49.502	49.9484	44.9374	31.178	30.4089	36.7348	48.1227	37.3607	40.6176	32.4933	32.012	41.8636	44.5704	36.7746	37.8744	25.6459	20.9844	28.7027	42.0192	32.5235	36.0976	36.1989	26.2374	36.2224	35.9877	41.5386	33.2923	49.0938	27.1523	41.2299	51.1759
K00108	60.5791	67.4459	79.7274	61.446	74.0344	62.805	52.7798	50.2531	52.2202	73.6163	65.4868	69.5432	52.0881	56.5378	58.0269	57.5954	62.1643	41.0457	51.0333	45.9105	75.534	59.7587	59.3449	48.4834	59.1288	49.9775	53.4914	79.9415	73.4245	55.43	55.4292	35.5011	48.6356	91.0175	81.7279	77.4763	68.808	41.6228	44.5627	82.5705	72.8858	79.2476	63.2936	51.5632	55.3806
K00109	0	0.703534	0.851814	0.515579	0.358065	0.414083	0.919794	1.03415	0.562097	0.213632	0.79943	1.31996	1.007	1.02471	0.409079	0.318582	0.800572	0.877614	0	0.683017	0	0	0.553003	0	0.328202	0.884534	0.162807	0	0.678102	0.618034	0.306185	1.2526	0.392866	0	0.445836	0.318266	0.564384	1.37443	0.562989	0.626718	0.632846	0.342797	0.418516	0.44237	0.921013
K00111	48.8538	40.0426	35.4333	40.7375	39.2249	39.0841	15.1651	7.17799	17.1882	33.1559	28.1563	24.8059	13.8853	13.7704	15.6642	41.4472	63.1137	41.2654	27.7091	12.1006	41.6136	56.2575	46.8584	36.3749	30.6866	17.5838	22.2033	65.753	59.6775	45.4726	30.4526	26.336	33.3702	54.0499	55.1242	52.3079	27.9876	23.5552	32.7709	57.6575	42.5041	54.729	31.2536	32.1006	33.8272
K00113	15.122	15.5528	16.7887	15.38	16.8065	15.0111	9.17898	8.01668	10.7833	19.5259	15.8609	14.3363	13.7943	9.21637	10.0612	22.2964	12.4546	15.7109	10.2615	7.93312	7.18412	11.1187	13.8524	12.9047	11.1067	9.28389	9.58459	14.5096	14.3103	13.084	7.67857	3.53412	6.42998	18.8017	16.8901	19.0712	15.0298	5.69152	4.83216	15.268	17.3056	19.6498	9.30072	7.7029	7.79803
K00114	1.4312	0.537837	0.269592	0.768384	0.730748	3.71953	7.09138	9.19693	17.3809	2.33232	2.15036	8.02839	8.22799	10.373	15.4297	1.44763	0.312282	0.305207	3.57237	9.19319	47.7574	3.39572	0.663506	1.80921	1.73991	8.72578	14.0172	4.2091	0.107982	1.63148	0.768613	6.17048	11.5967	1.20037	0.0499309	0.988729	3.56152	6.70145	11.1642	9.1493	2.66545	0.62235	6.62555	10.9198	11.2394
K00116	72.039	58.4086	3.92842	106.9	60.8861	58.6016	3.20429	0.54683	3.30413	46.1241	33.1425	4.88151	2.43494	0.664894	4.40967	73.55	107.108	115.686	12.6651	8.34866	46.7862	61.5072	82.5482	83.2357	17.0314	7.80471	12.6204	63.7548	48.716	48.8934	12.3719	7.20348	12.6408	29.4015	33.4566	50.9136	19.8069	5.53742	9.88987	19.5032	15.8552	20.376	11.028	11.3148	5.28483
K00117	102.508	119.973	101.223	116.794	129.468	103.74	45.7724	46.957	49.7407	135.729	116.73	67.6143	43.0278	47.2508	45.571	167.532	99.8989	127.473	45.2439	44.2017	39.4105	103.082	120.136	106.941	57.7063	46.0856	40.7227	107.979	97.6754	67.2629	61.5879	36.6532	36.7236	123.799	113.208	114.286	116.04	39.0495	31.6913	94.4414	94.6819	122.587	71.0896	63.4524	40.8067
K00118	0	0	0	0.0779599	0	0.33902	0.513423	0.111662	1.22445	0.940262	0.102798	0	0.178972	0.428231	0.619576	0.26021	0.107709	0	0.716348	0.275348	0.55728	0.0766027	0	0.0750066	0.106119	0.0808384	1.45768	0.0960729	0	0	0	0.159953	0.158347	0	0	0	0	0.136897	0	0	0	0	0.170915	0.0801314	0.267988
K00121	11.186	11.1109	15.9082	10.3626	12.3667	11.0614	21.1272	29.7596	20.4912	13.9581	10.831	22.5713	22.1029	26.3893	30.4762	11.1933	13.9464	10.4476	18.1782	29.4645	51.8327	18.8352	14.8902	12.1292	15.4585	23.2484	30.5146	18.5844	16.6878	17.54	17.7028	29.6158	33.8189	13.9479	17.745	12.8119	14.7107	32.1186	34.4206	26.2223	19.5387	18.8433	24.479	29.7642	38.4442
K00122	24.4887	25.6227	19.5058	21.0423	30.21	25.3384	14.7033	15.7904	17.4861	27.3029	19.8909	16.6434	15.9629	16.2777	16.5066	24.0551	22.851	15.8593	13.779	15.156	25.1587	23.5956	18.9473	17.7517	15.2171	16.0111	17.8082	29.3586	29.9529	20.5529	18.7422	13.4555	16.9106	39.9856	37.8066	33.6616	24.059	13.2494	11.9673	28.8093	25.7108	34.0267	18.5503	14.3651	14.2029
K00123	90.0291	111.779	143.628	90.1736	125.065	105.805	99.5208	79.1082	93.285	121.694	112.588	118.004	99.9838	91.8208	99.4192	104.782	99.3401	75.3734	105.687	65.7101	94.7725	90.9388	81.0101	72.596	131.93	85.3882	80.671	88.0424	85.9402	64.6806	101.786	63.4781	71.2864	82.1938	74.0701	81.7479	95.4838	70.4825	59.5911	91.1473	100.062	97.2027	110.17	86.8714	77.7399
K00124	8.63829	6.86977	13.599	6.42278	8.43901	8.17424	10.4873	8.62134	7.94953	8.92448	8.41789	10.7651	9.08372	8.15527	11.5833	5.13951	7.51335	2.40344	8.13422	8.79522	26.797	8.34389	8.76135	9.68692	9.40092	8.44866	15.5725	10.8668	11.5267	10.6859	10.1508	12.4115	15.2712	10.1468	11.9656	10.3738	7.3298	9.98411	12.6744	19.2258	17.6501	11.4567	14.5132	14.5858	18.8632
K00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531567	0	0	0	0.393122	0.803985	0	1.63242	0	0	0.964776	1.99866	0	1.34274	0	0	1.62093	0	1.03176	0.66881	0.705917	0	1.23652	4.8955	1.98204	0.716277	0	0	5.19621
K00127	2.75697	2.69637	4.87125	2.19308	3.18791	1.58409	3.35513	2.03922	2.61072	2.82092	1.73548	5.45839	3.34186	4.32596	4.64709	1.95733	2.80163	0.27182	2.98572	2.39321	8.48547	3.11902	3.1138	5.36877	1.43829	2.41408	3.39024	5.4478	4.95941	5.9575	1.36941	6.94106	5.61248	4.375	5.69035	5.56359	2.80303	4.55656	6.94729	10.5181	9.71265	4.85224	5.72844	4.74624	9.84679
K00128	147.661	137.161	114.308	186.544	144.707	144.946	81.625	82.7382	79.046	135.705	124.899	100.226	81.1939	89.5957	83.6254	159.622	165.011	197.898	93.0808	76.9754	82.9601	135.736	151.415	154.932	113.677	74.1047	82.0704	152.163	128.303	134.315	81.2477	71.0877	84.803	136.535	138.192	139.025	104.586	70.0197	88.0822	124.12	115.005	116.631	91.5293	77.4455	100.314
K00129	0	0.800375	0.754835	0.45452	0.256878	0.232062	0.91052	0.937868	0.661489	0.64713	0	0.783776	0.661295	1.41571	1.27931	0	0	0	1.19704	0.5151	0.967794	0.445182	0.049384	0.112473	0.695023	0.854139	1.23691	0	0.225008	0.362641	0.263917	0.560315	1.18666	0.662633	0.522925	0.310133	0.47664	0.896926	1.14458	0.550039	0.540766	1.48	0.629913	1.08615	1.73741
K00130	12.6683	12.6159	27.9352	12.6132	14.0675	15.838	17.3924	19.1984	26.8207	17.1968	18.3482	27.0571	18.9024	23.823	31.4151	10.715	12.8551	8.93384	19.0106	20.9367	70.5333	18.5418	13.7722	13.2571	18.4538	19.372	29.4948	19.4805	17.4528	17.7866	15.9133	14.2772	30.8295	20.1323	21.3344	18.3909	15.9487	15.0943	22.7448	25.1334	24.9905	19.9182	20.6593	20.9662	29.0099
K00131	1.02884	1.85357	3.24922	0.682247	1.32394	1.63063	0.0670758	0.98601	0.31555	1.41297	2.13438	1.10546	0	0.89686	1.55212	1.2547	1.00267	1.09442	0.341783	0.770041	6.22482	1.60201	1.25799	0.749767	0.413754	0.811941	1.92114	1.45814	2.29605	2.31638	2.06838	0.383059	1.7822	2.46945	1.77381	1.87541	1.07552	1.2161	1.50372	2.89419	2.01452	2.01337	2.00622	1.3464	0.877913
K00133	176.156	180.163	138.278	210.215	187.448	176.377	96.1301	114.696	172.239	179.291	157.038	124.167	105.377	126.694	138.453	161.77	226.936	183.742	99.5586	98.4186	121.532	180.029	194.978	176.68	112.485	119.672	146.032	185.05	172.33	138.699	93.0756	73.4415	124.458	157.502	149.729	161.555	121.155	84.2886	105.086	152.455	128.254	146.453	104.425	110.386	130.755
K00134	277.182	281.956	160.929	281.008	263.626	243.53	93.621	76.4942	94.2477	257.848	208.687	128.59	92.9696	86.0162	91.6101	364.965	391.735	307.761	109.888	73.3714	122.049	273.327	261.717	232.232	146.104	84.0226	91.7647	284.221	263.514	215.219	127.664	78.7046	88.0614	231.816	213.409	255.478	166.825	79.086	78.8206	196.646	178.806	199.477	133.002	108.369	93.5091
K00135	116.763	136.365	125.803	123.823	154.459	130.51	96.8316	76.0342	94.2058	160.26	144.53	117.3	99.2591	94.9768	102.828	144.432	130.285	123.787	123.561	71.7492	108.625	163.74	142.494	127.326	144.067	90.8203	91.7753	166.094	141.937	104.274	119.018	75.793	101.37	165.597	152.95	147.434	147.61	78.8757	96.6002	178.077	150.426	163.616	133.386	106.53	111.527
K00137	0.958686	0.624572	2.05643	1.07952	0.982413	0.699793	1.42456	1.72931	2.20179	0.709336	0.606644	1.06408	0.435413	1.10192	2.40929	0.7028	0.96713	0.245047	0.61729	1.27562	1.93654	0.294496	0.688035	0.708487	0.715481	1.92056	2.8393	0.0992338	0.373553	0.724701	0.884879	1.33616	3.09125	0.171641	0.809353	0.741753	0.736577	1.95457	3.21984	0.843057	3.49214	0.926533	0.597561	1.8607	3.11177
K00138	21.8287	22.4989	8.78705	17.7821	20.6574	17.7205	5.36441	2.11087	13.356	28.5766	19.6969	9.87752	5.78725	5.32146	10.1982	33.8138	25.3026	14.9176	9.19759	6.45453	26.521	44.8557	30.7372	20.6547	9.83644	9.0927	9.43165	32.6173	34.3857	24.3408	17.2865	13.9284	21.7449	33.4178	35.4218	30.8756	22.498	11.5173	24.7954	34.2784	35.2647	35.1053	23.2046	17.9774	18.7723
K00139	0.264044	0.287865	0.452189	0.289488	0.338689	0.789507	0.419456	0.422576	0.389649	0.258812	0.294252	0.8826	0.388503	0.59153	0.504046	0.181516	0.229916	0.364527	0.358134	0.459097	0.530675	0.191316	0.560664	0.184264	0.816239	0.425695	0.479645	0.466859	0.285899	0.451977	0.544558	0.296703	0.630861	0.808836	0.40493	0.284464	0.723667	0.236601	0.321862	1.17769	0.344518	0.579422	0.762657	0.306621	0.430551
K00140	47.0226	47.6655	55.1641	44.2425	49.8527	47.8707	57.4259	49.674	57.5124	60.0658	53.776	61.7445	56.1022	53.0335	57.5059	53.1604	46.0152	36.828	56.7129	42.5739	66.341	52.4227	48.8202	39.3989	68.8319	49.115	49.6095	56.4228	60.086	41.8563	49.7958	41.3277	50.4012	72.9997	64.7493	67.1423	63.7686	41.8247	40.9182	57.5404	65.4113	68.6472	56.1635	53.4703	53.1721
K00141	0	0	0.167333	0	0	0	0	0	0.0445699	0.049805	0	0	0	0	0	0.786164	0	0	0.226056	0.130857	4.61096	2.47511	0.593179	0	0.577745	0.937968	3.49756	2.68525	0.203561	0.0519923	0.296563	1.50369	2.74477	1.77692	1.46208	0.460339	0.0498896	1.34126	2.44295	4.11759	1.01482	0.550409	0.860396	1.22568	2.21285
K00143	0	0	0	0	0	0	0	0.037332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00145	184.776	189.019	123.258	205.193	185.923	171.191	77.5831	59.7457	84.6648	186.32	156.512	104.089	85.328	72.5961	76.6352	263.729	227.966	210.533	97.6218	62.0204	83.7583	199.466	201.282	165.398	120.049	71.1001	76.9562	191.683	161.752	134.347	90.4781	61.9391	70.634	177.342	166.852	171.797	130.06	67.3027	62.1027	147.58	128.194	163.598	98.9075	90.8906	68.7161
K00146	1.15276	0.785541	1.99572	1.0243	0.689389	0.467618	2.22133	0.822641	1.2824	1.20176	0.9957	1.68682	1.55374	1.48967	2.10109	0.671063	0.607597	0.568103	1.51191	1.92414	4.54012	1.40161	1.44135	0.949511	0.759132	1.35307	1.66875	1.31379	1.01137	0.785975	0.890491	1.26599	2.07005	1.43246	1.27172	1.2425	1.03948	1.0502	1.44295	1.75513	0.993049	0.783138	1.43844	1.43762	2.76903
K00147	158.34	164.889	108.065	173.309	156.162	152.102	50.7149	48.3027	62.5845	157.205	135.265	78.988	56.358	53.4909	53.9698	202.72	202.809	180.06	64.7977	48.5034	63.7701	168.312	166.477	150.081	82.9563	54.169	59.055	171.4	152.92	124.551	72.3635	50.9007	57.6985	144.291	145.925	147.917	101.729	53.2364	53.3344	122.551	106.84	133.733	80.4823	70.8146	57.9096
K00148	0	0.0584929	0.103522	0	0	0	1.2528	1.8851	0.684326	0.0605302	0.0934718	0	0.551571	0.62518	0.478627	0	0.390567	0.189508	0	1.35341	1.3193	0.274563	0.960299	0.40719	0	1.85799	1.47294	0.174809	1.51323	0.722743	0.104467	4.32982	2.00234	0.116897	1.15195	0.401947	0.12069	4.48176	2.57339	0.211774	1.32936	1.12893	0	2.425	3.1428
K00149	0.424402	0	1.57509	0.199456	0	0.184387	0.366289	0.577587	0.45589	0.615893	0.368455	1.07966	0.701057	0.917102	0.854874	0.317025	0	0	0.496959	0.445004	0.876066	0.37171	0	0.138347	0	0.739833	0.687062	0.489943	0.319842	0.27838	0	0.293115	0.270708	0.480961	0.270066	0.36357	0.30559	0.458665	0.58741	0.999927	0.424419	0.527171	0.34474	0.28701	0.691744
K00150	4.87716	7.16444	23.4492	6.11187	9.19911	9.69533	43.0036	70.9285	105.485	10.0319	14.5647	34.7712	41.4082	69.7092	74.6772	4.0007	7.47501	6.05332	24.4956	56.0949	67.1715	5.66111	6.29492	5.94295	21.7726	62.8933	83.7539	4.86006	8.79966	7.84975	20.9776	22.3926	61.6646	5.0495	5.37331	6.56185	10.7536	31.7378	42.5295	6.80001	12.4401	6.92865	19.9522	26.5111	64.4611
K00151	2.37549	2.60089	7.921	2.22042	2.49943	2.76829	2.73671	4.66627	2.89361	3.06485	3.58831	5.04041	4.16622	4.6119	5.07841	1.91936	1.43641	1.20245	2.80697	5.07431	4.02501	5.47316	3.40872	4.31643	2.43034	3.48769	5.52054	5.14138	5.13668	4.26511	1.99393	3.93935	5.60245	3.9874	4.20499	3.30536	3.08475	3.86013	5.81154	8.82134	5.47621	5.69995	4.03067	4.94974	7.02948
K00152	0	0	0	0	0	0.0828391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298372	0	0	0	0	0	0	0	0	0	0	0	0.500402	0.147993	0	0	0	0
K00153	0	0	1.03797	0	0	0	3.62044	6.4104	2.98852	0	0	2.12671	3.43068	5.47075	5.08406	1.20817	0	0	3.57055	5.99324	4.02191	4.10615	0.991022	0.971796	3.13444	4.57634	5.81772	3.22816	1.57347	2.48925	2.88499	5.0217	7.60818	1.70756	2.59211	1.10424	1.74936	5.61263	10.8776	3.57598	2.6052	1.92786	3.84196	5.9425	8.75463
K00154	9.01759	9.47533	20.5247	9.19678	11.3106	12.5264	7.1327	5.18045	6.23512	10.4921	12.0446	15.4264	6.64038	7.82492	10.2416	5.7983	9.41206	6.4631	10.7624	9.9398	27.8308	15.7735	15.7841	11.3478	9.84355	11.6352	10.7745	13.6811	19.7099	14.3154	9.59781	13.0867	12.8697	18.6998	22.3989	15.1262	11.7235	10.1039	10.6309	23.4912	14.3057	24.0481	12.6038	15.5945	13.4847
K00156	0.0535742	0.344868	0.694352	0.0911999	0.0660608	0.135135	0.121375	0.133058	0.0714592	0.0790311	0.0602647	0.116252	0.0546835	0.30516	0.103439	0.157389	0.826882	0.0642541	0.143905	1.03853	2.13072	0.361552	1.07088	0.849302	0.0669533	1.34087	0.878481	0.226916	2.5661	1.12411	0.136884	1.14375	1.91447	0.193473	1.86861	1.4375	0.198079	1.54019	3.18687	0.276863	3.14458	1.786	0.101676	1.62787	3.62736
K00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00161	47.446	54.0787	49.3927	44.2977	53.4611	49.3333	45.3454	43.541	38.9558	48.8601	44.4765	38.815	42.0219	41.1966	41.3716	50.9924	54.2713	36.8072	44.1924	35.2074	36.1485	46.3892	37.7999	32.0822	46.864	38.8364	44.8509	60.207	53.6238	45.35	57.5999	46.8586	43.391	65.7935	61.6286	54.2552	45.1843	61.6506	51.5645	76.1974	66.8443	61.7929	53.5353	53.4923	60.0556
K00162	49.1428	54.7743	65.5487	43.8795	55.9818	58.6752	48.9162	47.1612	40.1659	50.2974	51.8247	51.7078	45.7891	43.056	39.0417	46.3154	49.6969	34.6926	47.2235	41.0961	40.5049	60.2056	42.0792	39.4804	55.7177	45.8125	48.2901	74.0075	65.4585	57.7011	68.7552	59.2903	55.0603	75.5486	68.8823	60.1786	54.3731	63.9255	64.6245	92.9343	83.6047	73.7454	66.4342	63.9024	67.6531
K00163	98.8993	129.118	130.371	99.8601	133.031	117.311	79.5754	71.1843	82.2483	146.943	125.958	108.488	80.9171	79.0495	81.9306	132.979	112.191	97.1904	81.9333	60.5124	94.3336	121.335	114.856	93.4435	103.376	69.9001	74.6683	115.057	123.12	83.5349	84.6876	65.8388	77.0831	130.171	120.084	120.501	104.393	69.1104	61.619	109.754	116.845	137.959	96.3236	81.9036	73.7802
K00164	98.542	122.166	113.909	95.6267	120.892	109.795	51.1306	38.1913	47.5173	127.88	110.505	79.8769	53.7578	46.3308	50.7838	99.5661	101.573	79.7016	63.9683	35.9883	53.5202	109.959	105.407	87.9976	78.6559	49.9293	49.1394	116.944	120.961	82.5066	67.6138	44.3386	49.2579	139.551	128.527	115.591	99.1236	43.3955	37.5611	122.642	103.545	133.447	80.5523	62.5314	44.9581
K00166	1.82553	0.175155	3.01785	1.75375	0.310021	4.10983	7.18175	4.51048	12.8036	3.40048	4.44042	8.17463	5.8464	6.42441	7.92793	2.05773	2.416	0.947538	7.27444	6.30784	15.018	11.4206	7.97096	5.68884	6.9068	7.28774	10.9765	10.8038	13.521	8.29904	4.30423	10.9008	10.5585	7.74836	9.30149	5.69683	4.60161	12.0651	12.5157	19.3903	9.09494	14.7433	7.93245	12.3068	10.8137
K00167	3.93524	4.17955	9.35871	4.12658	4.82493	7.14456	12.8792	10.6443	15.1743	8.53207	10.5544	13.7187	11.3417	9.94165	13.8959	3.93662	4.59682	2.53625	10.0596	10.4041	40.9947	16.1128	9.83036	8.43312	11.6408	11.3113	16.7456	15.0558	17.3385	15.2651	10.3883	18.2276	14.7201	12.5565	12.6205	8.56492	8.44814	15.6282	15.1062	25.9536	18.1214	16.899	16.5066	18.8204	15.3146
K00169	0	0	0.749096	0	0	0	3.53111	9.18857	7.19927	0	0	2.91448	5.51598	8.22428	11.6487	0	0	0	0.906924	7.22055	6.57395	0	0	0	0	5.86992	8.28515	0	0	0	0	1.75973	7.78691	0	0	0	0	4.92152	6.1158	0	0	0	1.16833	4.25227	8.42933
K00170	0	0	0.753458	0	0	0	4.067	16.6805	15.2166	0	0	4.95784	9.06638	17.0958	16.6019	0	0	0	1.54096	9.83155	12.8924	0	0	0	0	9.73982	12.254	0	0	0	0	3.16892	11.1167	0	0	0	0	7.46442	9.69241	0	0	0	1.02635	6.62599	15.0739
K00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21909	0	0	0	0	0	0.96486	0	0	0	0	0	1.72854	0	0	0	0	0	0
K00172	0	0	0	0	0	0	4.48841	5.37692	6.08932	0	0	3.4529	5.80351	6.38051	9.68834	0	0	0	0	6.29631	7.51013	0	0	0	0	5.64519	5.94378	0	0	0	0	0.644278	5.24395	0	0	0	0	2.94806	4.79546	0	0	0	0.837716	2.03302	7.10665
K00174	11.2998	14.5254	46.5162	12.1108	17.1769	19.8642	77.468	138.036	161.369	16.3521	25.9474	60.0811	78.5035	142.773	148.644	7.16412	15.1184	8.19303	40.4893	112.362	107.718	26.2254	17.2572	15.7686	38.9576	129.675	156.164	28.1395	27.4356	26.4809	40.5993	49.8085	126.703	24.4094	20.737	21.6155	25.7956	72.7228	101.79	37.243	31.4969	25.1004	43.6266	68.419	131.369
K00175	22.3658	26.8394	55.6347	19.413	26.2269	33.6751	74.0315	61.0168	49.9444	25.4972	35.1383	66.0973	68.3435	59.4689	60.0459	11.6288	24.1761	13.9685	47.1065	53.6566	39.5251	38.0763	25.1097	21.8265	44.3974	53.3887	51.0035	37.7562	36.289	34.7354	46.2865	55.1825	53.9304	32.5672	27.2148	26.6913	32.3503	59.2221	52.9921	54.1138	39.6602	35.9057	54.1443	57.1393	55.3611
K00179	1.69469	1.33238	4.54599	2.48748	3.30848	3.06876	4.31006	5.81588	2.54018	2.41209	2.85612	5.88172	4.91535	5.89958	7.17914	0.805103	1.5889	0.0532301	2.15992	5.49141	4.65567	3.08167	1.62527	2.58485	2.10979	4.14426	5.35654	3.22079	2.88641	2.82629	2.96918	5.01142	5.59928	1.80288	2.30222	3.06035	3.74723	5.42496	5.96453	3.44065	4.89263	3.05866	5.09262	5.0277	5.27258
K00180	0	0	0	0	0	0	0	0.0744411	0	0	0.0681565	1.16797	0.695428	1.35293	0.974906	0.239974	0.285328	0	0.495689	0.366216	1.01481	0.845837	0.271531	0.301373	0.712965	0.107758	1.57194	1.52682	0.867582	1.15558	0.556128	1.08866	1.6067	0.276802	1.8143	0.124981	0.230487	2.11924	1.68868	2.25881	1.40086	0.325542	0.708994	0.324062	2.17681
K00184	6.42025	9.74992	19.7738	3.84231	9.70572	8.53254	12.9682	9.45546	5.70618	7.4194	10.1211	18.2385	13.2574	10.209	9.49779	3.00664	7.5112	3.80548	6.76963	9.70518	7.03759	6.426	5.03057	5.81245	5.16623	8.27009	9.89137	4.54177	9.25807	10.4697	7.04283	12.7507	10.044	10.0348	8.61308	10.2221	7.82977	19.3403	5.96834	9.40199	8.88254	12.4221	8.27069	7.40287	7.49481
